"","Bediensteten","Cinestar","City Port","Kronberger Hof","Leitrechner","Loehrstrasse","Rathaus","Rheinallee","Rheinufergarage","Roemisches Theater","Schillerplatz","Taubertsberg","TG Augustusplatz","Uniklinikum","Wallstrasse","Zollhafen","Gesamtergebnis"
"07:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"07:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"08:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"08:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"08:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"08:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"09:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"09:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"09:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"09:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"10:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"10:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"10:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"10:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"11:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"11:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"11:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"11:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"12:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"12:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"12:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"12:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"13:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"13:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"13:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"13:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"14:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"14:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"14:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"14:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"15:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"15:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"15:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"15:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"16:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"16:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"16:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"16:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"17:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"17:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"17:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"17:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"18:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"18:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"18:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"18:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"19:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"19:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"19:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"19:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"20:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"20:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"20:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"20:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"21:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"21:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"21:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"21:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"22:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"22:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"22:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"22:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"23:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"23:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"23:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"23:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"KW 20","500","453","999","476","1.914","141","523","","497","434","420","767","577","3.708","290","174","11.873"
"14.05.2018","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"00:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"00:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"00:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"00:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"01:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"01:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"01:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"01:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"02:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"02:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"02:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"02:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"03:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"03:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"03:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"03:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"04:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"04:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"04:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"04:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"05:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"05:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"05:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"05:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"06:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"06:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"06:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"06:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"07:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"07:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"07:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"07:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"08:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"08:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"08:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"08:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"09:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"09:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"09:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"09:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"10:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"10:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"10:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"10:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"11:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"11:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"11:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"11:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"12:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"12:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"12:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"12:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"13:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"13:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"13:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"13:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"14:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"14:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"14:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"14:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"15:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"15:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"15:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"15:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"16:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"16:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"16:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"16:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"17:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"17:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"17:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"17:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"18:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"18:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"18:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"18:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"19:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"19:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"19:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"19:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"20:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"20:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"20:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"20:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"21:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"21:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"21:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"21:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"22:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"22:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"22:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"22:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"23:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"23:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"23:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"23:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"15.05.2018","500","453","999","476","1.933","141","523","","497","434","420","767","577","3.708","290","174","11.892"
"00:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"00:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"00:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"00:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"01:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"01:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"01:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"01:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"02:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"02:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"02:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"02:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"03:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"03:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"03:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"03:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"04:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"04:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"04:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"04:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"05:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"05:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"05:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"05:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"06:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"06:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"06:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"06:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"07:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"07:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"07:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"07:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"08:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"08:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"08:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"08:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"09:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"09:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"09:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"09:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"10:00","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"10:15","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"10:30","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"10:45","500","453","999","476","1.971","141","523","","497","434","420","767","577","3.708","290","174","11.930"
"11:00","500","453","999","476","1.906","141","523","","497","434","420","767","577","3.708","290","174","11.865"
"11:15","500","453","999","476","1.906","141","523","","497","434","420","767","577","3.708","290","174","11.865"
"11:30","500","453","999","476","1.906","141","523","","497","434","420","767","577","3.708","290","174","11.865"
"11:45","500","453","999","476","1.906","141","523","","497","434","420","767","577","3.708","290","174","11.865"
"12:00","500","453","999","476","1.906","141","523","","497","434","420","767","577","3.708","290","174","11.865"
"12:15","500","453","999","476","1.906","141","523","","497","434","420","767","577","3.708","290","174","11.865"
"12:30","500","453","999","476","1.906","141","523","","497","434","420","767","577","3.708","290","174","11.865"
"12:45","500","453","999","476","1.906","141","523","","497","434","420","767","577","3.708","290","174","11.865"
"13:00","500","453","999","476","1.906","141","523","","497","434","420","767","577","3.708","290","174","11.865"
"13:15","500","453","999","476","1.906","141","523","","497","434","420","767","577","3.708","290","174","11.865"
"13:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"13:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"14:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"14:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"14:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"14:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"15:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"15:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"15:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"15:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"16:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"16:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"16:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"16:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"17:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"17:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"17:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"17:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"18:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"18:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"18:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"18:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"19:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"19:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"19:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"19:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"20:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"20:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"20:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"20:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"21:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"21:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"21:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"21:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"22:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"22:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"22:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"22:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"23:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"23:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"23:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"23:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"16.05.2018","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"00:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"00:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"00:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"00:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"01:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"01:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"01:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"01:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"02:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"02:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"02:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"02:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"03:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"03:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"03:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"03:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"04:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"04:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"04:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"04:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"05:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"05:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"05:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"05:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"06:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"06:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"06:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"06:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"07:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"07:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"07:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"07:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"08:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"08:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"08:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"08:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"09:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"09:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"09:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"09:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"10:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"10:15","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"10:30","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"10:45","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
"11:00","500","453","999","476","1.899","141","523","","497","434","420","767","577","3.708","290","174","11.858"
